0,-20.0452,-2.31462
1,-20.0452,-0.771541
2,-20.0452,0.771541
3,-20.0452,2.31462
4,-19.1543,-5.40079
5,-19.5998,-4.62925
6,-19.1543,-3.8577
7,-19.5998,-3.08616
8,-19.1543,-2.31462
9,-19.5998,-1.54308
10,-19.1543,-0.771541
11,-19.5998,0
12,-19.1543,0.771541
13,-19.5998,1.54308
14,-19.1543,2.31462
15,-19.5998,3.08616
16,-19.1543,3.8577
17,-19.5998,4.62925
18,-19.1543,5.40079
19,-18.2634,-8.48695
20,-18.7089,-7.71541
21,-18.2634,-6.94387
22,-18.7089,-6.17233
23,-18.2634,-5.40079
24,-18.7089,-4.62925
25,-18.2634,-3.8577
26,-18.7089,-3.08616
27,-18.2634,-2.31462
28,-18.7089,-1.54308
29,-18.2634,-0.771541
30,-18.7089,0
31,-18.2634,0.771541
32,-18.7089,1.54308
33,-18.2634,2.31462
34,-18.7089,3.08616
35,-18.2634,3.8577
36,-18.7089,4.62925
37,-18.2634,5.40079
38,-18.7089,6.17233
39,-18.2634,6.94387
40,-18.7089,7.71541
41,-18.2634,8.48695
42,-17.3725,-10.03
43,-17.818,-9.25849
44,-17.3725,-8.48695
45,-17.818,-7.71541
46,-17.3725,-6.94387
47,-17.818,-6.17233
48,-17.3725,-5.40079
49,-17.818,-4.62925
50,-17.3725,-3.8577
51,-17.818,-3.08616
52,-17.3725,-2.31462
53,-17.818,-1.54308
54,-17.3725,-0.771541
55,-17.818,0
56,-17.3725,0.771541
57,-17.818,1.54308
58,-17.3725,2.31462
59,-17.818,3.08616
60,-17.3725,3.8577
61,-17.818,4.62925
62,-17.3725,5.40079
63,-17.818,6.17233
64,-17.3725,6.94387
65,-17.818,7.71541
66,-17.3725,8.48695
67,-17.818,9.25849
68,-17.3725,10.03
69,-16.4816,-11.5731
70,-16.9271,-10.8016
71,-16.4816,-10.03
72,-16.9271,-9.25849
73,-16.4816,-8.48695
74,-16.9271,-7.71541
75,-16.4816,-6.94387
76,-16.9271,-6.17233
77,-16.4816,-5.40079
78,-16.9271,-4.62925
79,-16.4816,-3.8577
80,-16.9271,-3.08616
81,-16.4816,-2.31462
82,-16.9271,-1.54308
83,-16.4816,-0.771541
84,-16.9271,0
85,-16.4816,0.771541
86,-16.9271,1.54308
87,-16.4816,2.31462
88,-16.9271,3.08616
89,-16.4816,3.8577
90,-16.9271,4.62925
91,-16.4816,5.40079
92,-16.9271,6.17233
93,-16.4816,6.94387
94,-16.9271,7.71541
95,-16.4816,8.48695
96,-16.9271,9.25849
97,-16.4816,10.03
98,-16.9271,10.8016
99,-16.4816,11.5731
100,-16.0362,-12.3447
101,-15.5907,-11.5731
102,-16.0362,-10.8016
103,-15.5907,-10.03
104,-16.0362,-9.25849
105,-15.5907,-8.48695
106,-16.0362,-7.71541
107,-15.5907,-6.94387
108,-16.0362,-6.17233
109,-15.5907,-5.40079
110,-16.0362,-4.62925
111,-15.5907,-3.8577
112,-16.0362,-3.08616
113,-15.5907,-2.31462
114,-16.0362,-1.54308
115,-15.5907,-0.771541
116,-16.0362,0
117,-15.5907,0.771541
118,-16.0362,1.54308
119,-15.5907,2.31462
120,-16.0362,3.08616
121,-15.5907,3.8577
122,-16.0362,4.62925
123,-15.5907,5.40079
124,-16.0362,6.17233
125,-15.5907,6.94387
126,-16.0362,7.71541
127,-15.5907,8.48695
128,-16.0362,9.25849
129,-15.5907,10.03
130,-16.0362,10.8016
131,-15.5907,11.5731
132,-16.0362,12.3447
133,-14.6998,-13.1162
134,-15.1453,-12.3447
135,-14.6998,-11.5731
136,-15.1453,-10.8016
137,-14.6998,-10.03
138,-15.1453,-9.25849
139,-14.6998,-8.48695
140,-15.1453,-7.71541
141,-14.6998,-6.94387
142,-15.1453,-6.17233
143,-14.6998,-5.40079
144,-15.1453,-4.62925
145,-14.6998,-3.8577
146,-15.1453,-3.08616
147,-14.6998,-2.31462
148,-15.1453,-1.54308
149,-14.6998,-0.771541
150,-15.1453,0
151,-14.6998,0.771541
152,-15.1453,1.54308
153,-14.6998,2.31462
154,-15.1453,3.08616
155,-14.6998,3.8577
156,-15.1453,4.62925
157,-14.6998,5.40079
158,-15.1453,6.17233
159,-14.6998,6.94387
160,-15.1453,7.71541
161,-14.6998,8.48695
162,-15.1453,9.25849
163,-14.6998,10.03
164,-15.1453,10.8016
165,-14.6998,11.5731
166,-15.1453,12.3447
167,-14.6998,13.1162
168,-13.8089,-14.6593
169,-14.2544,-13.8877
170,-13.8089,-13.1162
171,-14.2544,-12.3447
172,-13.8089,-11.5731
173,-14.2544,-10.8016
174,-13.8089,-10.03
175,-14.2544,-9.25849
176,-13.8089,-8.48695
177,-14.2544,-7.71541
178,-13.8089,-6.94387
179,-14.2544,-6.17233
180,-13.8089,-5.40079
181,-14.2544,-4.62925
182,-13.8089,-3.8577
183,-14.2544,-3.08616
184,-13.8089,-2.31462
185,-14.2544,-1.54308
186,-13.8089,-0.771541
187,-14.2544,0
188,-13.8089,0.771541
189,-14.2544,1.54308
190,-13.8089,2.31462
191,-14.2544,3.08616
192,-13.8089,3.8577
193,-14.2544,4.62925
194,-13.8089,5.40079
195,-14.2544,6.17233
196,-13.8089,6.94387
197,-14.2544,7.71541
198,-13.8089,8.48695
199,-14.2544,9.25849
200,-13.8089,10.03
201,-14.2544,10.8016
202,-13.8089,11.5731
203,-14.2544,12.3447
204,-13.8089,13.1162
205,-14.2544,13.8877
206,-13.8089,14.6593
207,-12.918,-14.6593
208,-13.3635,-13.8877
209,-12.918,-13.1162
210,-13.3635,-12.3447
211,-12.918,-11.5731
212,-13.3635,-10.8016
213,-12.918,-10.03
214,-13.3635,-9.25849
215,-12.918,-8.48695
216,-13.3635,-7.71541
217,-12.918,-6.94387
218,-13.3635,-6.17233
219,-12.918,-5.40079
220,-13.3635,-4.62925
221,-12.918,-3.8577
222,-13.3635,-3.08616
223,-12.918,-2.31462
224,-13.3635,-1.54308
225,-12.918,-0.771541
226,-13.3635,0
227,-12.918,0.771541
228,-13.3635,1.54308
229,-12.918,2.31462
230,-13.3635,3.08616
231,-12.918,3.8577
232,-13.3635,4.62925
233,-12.918,5.40079
234,-13.3635,6.17233
235,-12.918,6.94387
236,-13.3635,7.71541
237,-12.918,8.48695
238,-13.3635,9.25849
239,-12.918,10.03
240,-13.3635,10.8016
241,-12.918,11.5731
242,-13.3635,12.3447
243,-12.918,13.1162
244,-13.3635,13.8877
245,-12.918,14.6593
246,-12.0271,-16.2024
247,-12.4726,-15.4308
248,-12.0271,-14.6593
249,-12.4726,-13.8877
250,-12.0271,-13.1162
251,-12.4726,-12.3447
252,-12.0271,-11.5731
253,-12.4726,-10.8016
254,-12.0271,-10.03
255,-12.4726,-9.25849
256,-12.0271,-8.48695
257,-12.4726,-7.71541
258,-12.0271,-6.94387
259,-12.4726,-6.17233
260,-12.0271,-5.40079
261,-12.4726,-4.62925
262,-12.0271,-3.8577
263,-12.4726,-3.08616
264,-12.0271,-2.31462
265,-12.4726,-1.54308
266,-12.0271,-0.771541
267,-12.4726,0
268,-12.0271,0.771541
269,-12.4726,1.54308
270,-12.0271,2.31462
271,-12.4726,3.08616
272,-12.0271,3.8577
